COURSE_SUBJECT,COURSE_NUMBER,SECTION_NUMBER,SECTION_CRN,SECTION_TITLE,SECTION_CREDIT_HOURS,MEET_DAYS,MEET_TIMES,MEET_BUILDING,MEET_ROOM,INSTRUCTOR,INSTRUCTOR2,INSTRUCTOR3,FOOTNOTES,FOOTNOTES1,FOOTNOTES2,FOOTNOTES3,FOOTNOTES4,NOTE1,NOTE2,NOTE3,NOTE4,COURSE_ATTRIBUTES,COURSE_ATTRIBUTES1,COURSE_ATTRIBUTES2,COURSE_ATTRIBUTES3,COURSE_ATTRIBUTES4,DESCRIPTION1,DESCRIPTION2,DESCRIPTION3,DESCRIPTION4,MAX_ENROLL,CURR_ENROLL,REMAINING,MAJOR_CODE
COM,495,B,25970,Communication Theory/Research,1,      ,TBA , , ,Hogan J,,, ,,,,,,,,,,,,,,,,,,0,2,-2,COM
CSC,108,0,10128,Exploring Computer Science,1, M  W  F ,1230 - 0120pm,CHAM,B022,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,20,17,3,DIG
CSC,108,0,10128,Exploring Computer Science,1, M  W  F ,1230 - 0120pm,CHAM,B022,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,20,17,3,CSC
CSC,108,0,15598,Exploring Computer Science,1, M  W  F ,1230 - 0120pm,WALL,320,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,20,19,1,CSC
CSC,108,0,15598,Exploring Computer Science,1, M  W  F ,1230 - 0120pm,WALL,320,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,20,19,1,DIG
CSC,108,0,25631,Exploring Computer Science,1, M  W  F ,0230 - 0320pm,CUNN,109,Ramanujan R,,, ,,,,,,,,,MATH MQRQ,MATH,MQRQ,,,Mathematics (Class of 2015),Mathematical and Quantitative Thought (Class of 2016 and later),,,20,19,1,CSC
CSC,108,0,25631,Exploring Computer Science,1, M  W  F ,0230 - 0320pm,CUNN,109,Ramanujan R,,, ,,,,,,,,,MATH MQRQ,MATH,MQRQ,,,Mathematics (Class of 2015),Mathematical and Quantitative Thought (Class of 2016 and later),,,20,19,1,DIG
CSC,110,0,10129,Data Science & Society,1,  T  R  ,0815 - 0930am,CHAM,1027,Yerger C,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,20,4,IDAT
CSC,110,0,10129,Data Science & Society,1,  T  R  ,0815 - 0930am,CHAM,1027,Yerger C,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,20,4,CSC
CSC,110,0,10129,Data Science & Society,0,  T  R  ,0815 - 0930am,WATSON,132,Yerger C,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,20,4,IDAT
CSC,110,0,10129,Data Science & Society,0,  T  R  ,0815 - 0930am,WATSON,132,Yerger C,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,20,4,CSC
CSC,110,0,20121,Data Science & Society,1,  T  R  ,0940 - 1055am,WATSON,132,Adnot M,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,24,0,CSC
CSC,110,0,20121,Data Science & Society,1,  T  R  ,0940 - 1055am,WATSON,132,Adnot M,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,24,0,IDAT
CSC,110,A,25795,Data Science & Society,1,  T  R  ,0940 - 1055am,WATSON,132,Heyer L,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,19,5,IDAT
CSC,110,A,25795,Data Science & Society,1,  T  R  ,0940 - 1055am,WATSON,132,Heyer L,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,19,5,CSC
CSC,110,B,25822,Data Science & Society,1,  T  R  ,1215 - 0130pm,WATSON,132,Adnot M,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,18,6,CSC
CSC,110,B,25822,Data Science & Society,1,  T  R  ,1215 - 0130pm,WATSON,132,Adnot M,,, ,,,,,,,,,JEC MQRQ,JEC,MQRQ,,,"Justice, Equality, Community",Mathematical and Quantitative Thought (Class of 2016 and later),,,24,18,6,IDAT
CSC,120,0,20528,REG FOR DIG 120 CRN 20137,1, M  W   ,0230 - 0345pm,WALL,B05,Kabala J,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IDAT
CSC,120,0,20528,REG FOR DIG 120 CRN 20137,1, M  W   ,0230 - 0345pm,WALL,B05,Kabala J,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,DIG
CSC,120,0,20528,REG FOR DIG 120 CRN 20137,1, M  W   ,0230 - 0345pm,WALL,B05,Kabala J,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
CSC,120,0,25477,Programming in the Humanities,1,  T  R  ,0305 - 0420pm,WATSON,132,Kabala J,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IDAT
CSC,120,0,25477,Programming in the Humanities,1,  T  R  ,0305 - 0420pm,WALL,B05,Kabala J,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IDAT
CSC,120,0,25477,Programming in the Humanities,1,  T  R  ,0305 - 0420pm,WATSON,132,Kabala J,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,DIG
CSC,120,0,25477,Programming in the Humanities,1,  T  R  ,0305 - 0420pm,WALL,B05,Kabala J,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,DIG
CSC,120,0,25477,Programming in the Humanities,1,  T  R  ,0305 - 0420pm,WATSON,132,Kabala J,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
CSC,120,0,25477,Programming in the Humanities,1,  T  R  ,0305 - 0420pm,WALL,B05,Kabala J,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
CSC,121,A,10130,Programming & Problem Solving,1, M  W  F ,1130 - 1220pm,WALL,B05,Kuchera M,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,IDAT
CSC,121,A,10130,Programming & Problem Solving,1, M  W  F ,1130 - 1220pm,WALL,B05,Kuchera M,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,DIG
CSC,121,A,10130,Programming & Problem Solving,1, M  W  F ,1130 - 1220pm,WALL,B05,Kuchera M,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,CSC
CSC,121,A,14365,Programming & Problem Solving,1, M  W  F ,0930 - 1020am,WATSON,132,Kuchera M,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,IDAT
CSC,121,A,14365,Programming & Problem Solving,1, M  W  F ,0930 - 1020am,WATSON,132,Kuchera M,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,DIG
CSC,121,A,14365,Programming & Problem Solving,1, M  W  F ,0930 - 1020am,WATSON,132,Kuchera M,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,CSC
CSC,121,A,20122,Programming & Problem Solving,1, M  W  F ,0930 - 1020am,WATSON,132,Mendes H,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,IDAT
CSC,121,A,20122,Programming & Problem Solving,1, M  W  F ,0930 - 1020am,WATSON,132,Mendes H,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,DIG
CSC,121,A,20122,Programming & Problem Solving,1, M  W  F ,0930 - 1020am,WATSON,132,Mendes H,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,CSC
CSC,121,A,21493,Programming & Problem Solving,1, M  W  F ,1030 - 1120am,WATSON,132,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,21,3,IDAT
CSC,121,A,21493,Programming & Problem Solving,1, M  W  F ,1030 - 1120am,WATSON,132,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,21,3,DIG
CSC,121,A,21493,Programming & Problem Solving,1, M  W  F ,1130 - 1220pm,WALL,380,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,19,5,IDAT
CSC,121,A,21493,Programming & Problem Solving,1, M  W  F ,1130 - 1220pm,WALL,380,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,19,5,CSC
CSC,121,A,21493,Programming & Problem Solving,1, M  W  F ,1030 - 1120am,WATSON,132,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,21,3,CSC
CSC,121,A,21493,Programming & Problem Solving,1, M  W  F ,1130 - 1220pm,WALL,380,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,19,5,DIG
CSC,121,B,10131,Programming & Problem Solving,1, M  W  F ,0230 - 0320pm,WATSON,132,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,DIG
CSC,121,B,10131,Programming & Problem Solving,1, M  W  F ,0230 - 0320pm,WATSON,132,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,CSC
CSC,121,B,10131,Programming & Problem Solving,1, M  W  F ,0230 - 0320pm,WATSON,132,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,IDAT
CSC,121,B,15479,Programming & Problem Solving,1,  T  R  ,0140 - 0255pm,WALL,380,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,22,2,DIG
CSC,121,B,15479,Programming & Problem Solving,1,  T  R  ,0140 - 0255pm,WALL,380,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,22,2,IDAT
CSC,121,B,15479,Programming & Problem Solving,1,  T  R  ,0140 - 0255pm,WALL,380,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,22,2,CSC
CSC,121,B,20123,Programming & Problem Solving,1, M  W  F ,1030 - 1120am,WATSON,132,Mendes H,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,CSC
CSC,121,B,20123,Programming & Problem Solving,1, M  W  F ,1030 - 1120am,WATSON,132,Mendes H,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,DIG
CSC,121,B,20123,Programming & Problem Solving,1, M  W  F ,1030 - 1120am,WATSON,132,Mendes H,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,IDAT
CSC,121,B,25184,Programming & Problem Solving,1, M  W  F ,1230 - 0120pm,WALL,380,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,17,7,DIG
CSC,121,B,25184,Programming & Problem Solving,1, M  W  F ,1130 - 1220pm,WATSON,132,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,22,2,IDAT
CSC,121,B,25184,Programming & Problem Solving,1, M  W  F ,1130 - 1220pm,WATSON,132,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,22,2,DIG
CSC,121,B,25184,Programming & Problem Solving,1, M  W  F ,1130 - 1220pm,WATSON,132,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,22,2,CSC
CSC,121,B,25184,Programming & Problem Solving,1, M  W  F ,1230 - 0120pm,WALL,380,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,17,7,CSC
CSC,121,B,25184,Programming & Problem Solving,1, M  W  F ,1230 - 0120pm,WALL,380,Peck T,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,17,7,IDAT
CSC,121,C,10132,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,DIG
CSC,121,C,10132,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,IDAT
CSC,121,C,10132,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,CSC
CSC,121,C,16309,Programming & Problem Solving,1, M  W  F ,0130 - 0220pm,WATSON,132,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,CSC
CSC,121,C,16309,Programming & Problem Solving,1, M  W  F ,0130 - 0220pm,WATSON,132,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,IDAT
CSC,121,C,16309,Programming & Problem Solving,1, M  W  F ,0130 - 0220pm,WATSON,132,Ramanujan R,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,DIG
CSC,121,C,20124,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,DIG
CSC,121,C,20124,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,CSC
CSC,121,C,20124,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,24,0,IDAT
CSC,121,C,25444,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,26,-2,CSC
CSC,121,C,25444,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,26,-2,DIG
CSC,121,C,25444,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,DIG
CSC,121,C,25444,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,CSC
CSC,121,C,25444,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,23,1,IDAT
CSC,121,C,25444,Programming & Problem Solving,1,  T  R  ,1215 - 0130pm,LIB,B110,Seminario C,,, ,,,,,,,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,26,-2,IDAT
CSC,200,0,20534,REG FOR PHY 200 CRN 20347,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
CSC,200,0,20534,REG FOR PHY 200 CRN 20347,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,DIG
CSC,200,0,20534,REG FOR PHY 200 CRN 20347,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IDAT
CSC,200,0,20534,REG FOR PHY 200 CRN 20347,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
CSC,200,0,20534,REG FOR PHY 200 CRN 20347,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,PHY
CSC,200,0,21943,Computational Physics,1, M  W  F ,0930 - 1020am,CHAM,3130,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,2,-2,IDAT
CSC,200,0,21943,Computational Physics,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IGEN
CSC,200,0,21943,Computational Physics,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,IDAT
CSC,200,0,21943,Computational Physics,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,PHY
CSC,200,0,21943,Computational Physics,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,DIG
CSC,200,0,21943,Computational Physics,1, M  W  F ,0930 - 1020am,CHAM,3130,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,2,-2,DIG
CSC,200,0,21943,Computational Physics,1, M  W  F ,0930 - 1020am,CHAM,3130,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,2,-2,CSC
CSC,200,0,21943,Computational Physics,1, M  W  F ,0930 - 1020am,CHAM,3130,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,2,-2,PHY
CSC,200,0,21943,Computational Physics,1, M  W  F ,0930 - 1020am,CHAM,3130,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,2,-2,IGEN
CSC,200,0,21943,Computational Physics,1,  T  R  ,0815 - 0930am,WATSON,132,Kuchera M,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,0,0,0,CSC
CSC,209,0,10133,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WATSON,132,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,9,15,HHV
CSC,209,0,10133,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WATSON,132,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,9,15,DIG
CSC,209,0,10133,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WATSON,132,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,9,15,INEU
CSC,209,0,10133,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WATSON,132,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,9,15,IDAT
CSC,209,0,10133,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WATSON,132,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,9,15,IGEN
CSC,209,0,10133,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WATSON,132,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,9,15,BIO
CSC,209,0,10133,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WATSON,132,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,9,15,CSC
CSC,209,0,15331,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WALL,380,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,13,11,IGEN
CSC,209,0,15331,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WALL,380,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,13,11,IDAT
CSC,209,0,15331,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WALL,380,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,13,11,HHV
CSC,209,0,15331,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WALL,380,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,13,11,BIO
CSC,209,0,15331,Bioinformatics Programming,1,  T  R  ,0940 - 1055am,WALL,380,Heyer L,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,MQRQ,MQRQ,,,,Mathematical and Quantitative Thought (Class of 2016 and later),,,,24,13,11,INEU
